行政区域コード,"都道府県名
（漢字）","市区町村名
（漢字）","都道府県名
（ｶﾅ）","市区町村名
（ｶﾅ）",都道府県真偽値,都道府県コード,豆知識(歴史),豆知識(有名なもの)
"01550","北海道","置戸町","ﾎｯｶｲﾄﾞｳ","ｵｹﾄﾁｮｳ","FALSE","01","鹿ノ子沢には巨岩「忍び岩」や奇岩にまつわる話が残り、常呂川源流の険しい地形への畏れを伝える。置戸はアイヌ語「オケトウンナイ（獣皮を乾かす所の川）」などに由来する。この由来や背景は置戸町の郷土資料にも記録され、おけと湖や鹿ノ子沢を巡る際に地域の成り立ちを重ねて理解できる。置戸町の年代と産業の変化は郷土資料で追え、現在の姿はおけと湖や鹿ノ子沢の景観から読み取れる。","おけと湖、鹿ノ子沢、オケクラフトセンター森林工芸館、勝山温泉ゆぅゆ。木工の工房と森を巡り、地域ブランドのオケクラフト、ヤーコン、白花豆、鹿肉を楽しめる。おけと湖と鹿ノ子沢を含む置戸町の観光案内では、営業日、旬、体験予約の情報を確認できる。置戸町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01552","北海道","佐呂間町","ﾎｯｶｲﾄﾞｳ","ｻﾛﾏﾁｮｳ","FALSE","01","サロマ湖には巨大なアメマスや湖を守る竜神の話が残る。湖名はアイヌ語「サル・オマ・ペッ（葦原にある川）」に由来し、海水と淡水が混じる汽水湖が漁業を育てた。この由来や背景は佐呂間町の郷土資料にも記録され、サロマ湖展望台やキムアネップ岬を巡る際に地域の成り立ちを重ねて理解できる。佐呂間町の年代と産業の変化は郷土資料で追え、現在の姿はサロマ湖展望台やキムアネップ岬の景観から読み取れる。","サロマ湖展望台、キムアネップ岬、ワッカ原生花園、道の駅サロマ湖。夕日と原生花園を眺め、ホタテ、カキ、北海しまえび、カボチャ、サロマ豚を味わえる。サロマ湖展望台とキムアネップ岬を含む佐呂間町の観光案内では、営業日、旬、体験予約の情報を確認できる。佐呂間町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01555","北海道","遠軽町","ﾎｯｶｲﾄﾞｳ","ｴﾝｶﾞﾙﾁｮｳ","FALSE","01","瞰望岩には、湧別アイヌが敵に追われて高さ約78メートルの岩上へ籠城し、陥落寸前に湧別川が大洪水を起こして攻め手をのみ込み、生き延びたという「インガルシの戦い」の伝承が残る。名はアイヌ語で「いつも眺める所」を意味し、遠軽という町名の由来にもなった。約700万年前の海底噴火でできた岩が、見張り場、古戦場、町の象徴を兼ねている。","白滝遺跡群では、国内最大級の黒曜石原産地を背景に作られた旧石器時代の石器群を、遠軽町埋蔵文化財センターで見られる。丸瀬布森林公園いこいの森では北海道遺産の森林鉄道蒸気機関車「雨宮21号」が走り、生田原のちゃちゃワールドには世界の木製玩具と影絵を展示。太陽の丘えんがる公園では約1000万本のコスモスが丘を彩る。"
"01559","北海道","湧別町","ﾎｯｶｲﾄﾞｳ","ﾕｳﾍﾞﾂﾁｮｳ","FALSE","01","サロマ湖沿岸には竜神や大魚の伝承が残り、流氷と湖口の変化は漁民の畏れを集めた。湧別はアイヌ語「ユペ（チョウザメ）」に由来するとされ、屯田兵入植の歴史も残る。この由来や背景は湧別町の郷土資料にも記録され、かみゆうべつチューリップ公園やサロマ湖を巡る際に地域の成り立ちを重ねて理解できる。湧別町の年代と産業の変化は郷土資料で追え、現在の姿はかみゆうべつチューリップ公園やサロマ湖の景観から読み取れる。","かみゆうべつチューリップ公園、サロマ湖、道の駅かみゆうべつ温泉チューリップの湯、文化センターTOM。約70万本の花を眺め、ホタテ、カキ、牛乳、玉ねぎを味わえる。かみゆうべつチューリップ公園とサロマ湖を含む湧別町の観光案内では、営業日、旬、体験予約の情報を確認できる。湧別町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01560","北海道","滝上町","ﾎｯｶｲﾄﾞｳ","ﾀｷﾉｳｴﾁｮｳ","FALSE","01","錦仙峡には大小の滝と奇岩が連なり、渓流に棲む河童や山の神の話が語られた。町名は渚滑川の滝の上流に市街ができたことに由来し、林業とハッカ栽培で発展した。この由来や背景は滝上町の郷土資料にも記録され、芝ざくら滝上公園や錦仙峡を巡る際に地域の成り立ちを重ねて理解できる。滝上町の年代と産業の変化は郷土資料で追え、現在の姿は芝ざくら滝上公園や錦仙峡の景観から読み取れる。","芝ざくら滝上公園、錦仙峡、香りの里ハーブガーデン、陽殖園。春は山肌を覆う芝ざくら、秋は渓谷の紅葉を歩き、ハッカ製品、チーズ、蜂蜜を楽しめる。芝ざくら滝上公園と錦仙峡を含む滝上町の観光案内では、営業日、旬、体験予約の情報を確認できる。滝上町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01561","北海道","興部町","ﾎｯｶｲﾄﾞｳ","ｵｺｯﾍﾟﾁｮｳ","FALSE","01","特に広く知られた都市伝説は確認できない。地名はアイヌ語「オウコッペ（川尻が合流する所）」に由来。鉄道廃止後の気動車を宿泊施設にした「ルゴーサ・エクスプレス」が交通史を伝える。この由来や背景は興部町の郷土資料にも記録され、道の駅おこっぺやアニュウを巡る際に地域の成り立ちを重ねて理解できる。興部町の年代と産業の変化は郷土資料で追え、現在の姿は道の駅おこっぺやアニュウの景観から読み取れる。","道の駅おこっぺ、アニュウ、オホーツク農業科学研究センター、沙留岬。道の駅には旧名寄本線の車両と鉄道資料がある。列車を再利用した無料宿泊施設を見学し、濃厚な牛乳、チーズ、ソフトクリーム、鮭や毛ガニを味わえる。道の駅おこっぺとアニュウを含む興部町の観光案内では、営業日、旬、体験予約の情報を確認できる。興部町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01562","北海道","西興部村","ﾎｯｶｲﾄﾞｳ","ﾆｼｵｺｯﾍﾟﾑﾗ","FALSE","01","特に広く知られた都市伝説は確認できない。村名は興部町の西側に位置することから命名。エゾシカと人の共生を研究する施設や、森の楽器を集めた木夢が、林業の村の歩みを伝える。この由来や背景は西興部村の郷土資料にも記録され、西興部村森林公園や森の美術館木夢を巡る際に地域の成り立ちを重ねて理解できる。西興部村の年代と産業の変化は郷土資料で追え、現在の姿は西興部村森林公園や森の美術館木夢の景観から読み取れる。","西興部村森林公園、森の美術館木夢、鹿牧場、ホテル森夢。オレンジ色で統一された市街と森を巡り、木のおもちゃに触れ、鹿肉、山菜、乳製品を味わえる。西興部村森林公園と森の美術館木夢を含む西興部村の観光案内では、営業日、旬、体験予約の情報を確認できる。西興部村は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01563","北海道","雄武町","ﾎｯｶｲﾄﾞｳ","ｵｳﾑﾁｮｳ","FALSE","01","日の出岬周辺には海難者の霊や沖に現れる怪火の話が伝わる。町名はアイヌ語「オムイ（川尻が塞がる所）」に由来し、流氷が接岸する海と牧草地の双方が産業を育てた。この由来や背景は雄武町の郷土資料にも記録され、日の出岬と展望台ラ・ルーナやオホーツク温泉を巡る際に地域の成り立ちを重ねて理解できる。雄武町の年代と産業の変化は郷土資料で追え、現在の姿は日の出岬と展望台ラ・ルーナやオホーツク温泉の景観から読み取れる。","日の出岬と展望台ラ・ルーナ、オホーツク温泉、神門の滝、ピヤシリ湿原。流氷と朝日を眺め、毛ガニ、ホタテ、鮭、ダッタンそば、韃靼そば焼酎を味わえる。日の出岬と展望台ラ・ルーナとオホーツク温泉を含む雄武町の観光案内では、営業日、旬、体験予約の情報を確認できる。雄武町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01564","北海道","大空町","ﾎｯｶｲﾄﾞｳ","ｵｵｿﾞﾗﾁｮｳ","FALSE","01","女満別のメルヘンの丘には黒澤明監督の映画『夢』の撮影地と紹介される景観があり、畑とカラマツが映画的な遠近感をつくる。町名は合併時に空港と広い空を象徴して選ばれた。この由来や背景は大空町の郷土資料にも記録され、メルヘンの丘やひがしもこと芝桜公園を巡る際に地域の成り立ちを重ねて理解できる。大空町の年代と産業の変化は郷土資料で追え、現在の姿はメルヘンの丘やひがしもこと芝桜公園の景観から読み取れる。","メルヘンの丘、ひがしもこと芝桜公園、朝日ヶ丘公園、女満別空港。春は芝桜、夏は畑の丘を巡り、しじみ、長いも、チーズ、さくら豚を味わえる。メルヘンの丘とひがしもこと芝桜公園を含む大空町の観光案内では、営業日、旬、体験予約の情報を確認できる。大空町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01571","北海道","豊浦町","ﾎｯｶｲﾄﾞｳ","ﾄﾖｳﾗﾁｮｳ","FALSE","01","小幌駅は道路で到達しにくい秘境駅として知られ、海蝕洞の岩屋観音には円空作と伝わる仏像の話が残る。噴火湾沿岸の断崖と礼文華峠は鉄道・道路建設の難所だった。この由来や背景は豊浦町の郷土資料にも記録され、小幌駅やカムイチャシ史蹟公園を巡る際に地域の成り立ちを重ねて理解できる。豊浦町の年代と産業の変化は郷土資料で追え、現在の姿は小幌駅やカムイチャシ史蹟公園の景観から読み取れる。","小幌駅、カムイチャシ史蹟公園、噴火湾展望公園、豊浦温泉しおさい。いちご狩りや海岸散策を楽しみ、ホタテ、いちご、豚肉、釣りたての魚介を味わえる。小幌駅とカムイチャシ史蹟公園を含む豊浦町の観光案内では、営業日、旬、体験予約の情報を確認できる。豊浦町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01575","北海道","壮瞥町","ﾎｯｶｲﾄﾞｳ","ｿｳﾍﾞﾂﾁｮｳ","FALSE","01","昭和新山は1943年から畑が隆起して誕生し、郵便局長の三松正夫が観測記録「ミマツダイヤグラム」を残した。洞爺湖中島には大蛇や宝にまつわる伝承も語られる。この由来や背景は壮瞥町の郷土資料にも記録され、昭和新山や有珠山ロープウェイを巡る際に地域の成り立ちを重ねて理解できる。壮瞥町の年代と産業の変化は郷土資料で追え、現在の姿は昭和新山や有珠山ロープウェイの景観から読み取れる。","昭和新山、有珠山ロープウェイ、洞爺湖、壮瞥公園、横綱北の湖記念館。火山の鼓動と湖景を体感し、りんご、さくらんぼ、ぶどうなど果樹園の味覚を楽しめる。昭和新山と有珠山ロープウェイを含む壮瞥町の観光案内では、営業日、旬、体験予約の情報を確認できる。壮瞥町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01578","北海道","白老町","ﾎｯｶｲﾄﾞｳ","ｼﾗｵｲﾁｮｳ","FALSE","01","特に広く知られた都市伝説は確認できない。アヨロ地区にはアイヌ語地名と複数の伝説が残り、海岸の高台には縄文晩期から続縄文期にかけての墓域を伴うアヨロ遺跡がある。幕末には仙台藩が北方警備のため白老元陣屋を築き、堀や土塁を備えた約6万6千平方メートルの陣屋跡が残る。怪談よりも、海辺の遺跡と警備拠点が重なる土地の履歴が濃い。","ポロト湖畔のウポポイには国立アイヌ民族博物館、国立民族共生公園、慰霊施設が集まり、伝統芸能、言葉、工芸、食を展示や体験プログラムで学べる。町内では白老牛、地域団体商標の虎杖浜たらこ、アイヌ語で汁物を表す「オハウ」も味わいたい。仙台藩白老元陣屋資料館、鮭が遡上するウヨロ川、廃止後も保存されたアヨロ鼻灯台も同じ町内にある。"
"01581","北海道","厚真町","ﾎｯｶｲﾄﾞｳ","ｱﾂﾏﾁｮｳ","FALSE","01","厚真川流域にはコロポックルの住居と考えられた竪穴跡の話が残るが、発掘により擦文文化などの遺跡と判明した。町名はアイヌ語「アツ・オマ・プ（オヒョウニレのある所）」に由来する。この由来や背景は厚真町の郷土資料にも記録され、浜厚真海浜公園やこぶしの湯あつまを巡る際に地域の成り立ちを重ねて理解できる。厚真町の年代と産業の変化は郷土資料で追え、現在の姿は浜厚真海浜公園やこぶしの湯あつまの景観から読み取れる。","浜厚真海浜公園、こぶしの湯あつま、大沼野営場、厚真神社。サーフィンやハスカップ狩り、田園サイクリングを楽しみ、米、ハスカップ、ジンギスカン、厚真産放牧豚を味わえる。浜厚真海浜公園とこぶしの湯あつまを含む厚真町の観光案内では、営業日、旬、体験予約の情報を確認できる。厚真町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01584","北海道","洞爺湖町","ﾎｯｶｲﾄﾞｳ","ﾄｳﾔｺﾁｮｳ","FALSE","01","洞爺湖には大蛇が棲むという伝承があり、湖中央の中島には弁財天信仰も残る。2000年有珠山噴火では断層と被災建物が保存され、火山と共に暮らす町の記憶を伝える。この由来や背景は洞爺湖町の郷土資料にも記録され、洞爺湖温泉や洞爺湖汽船を巡る際に地域の成り立ちを重ねて理解できる。洞爺湖町の年代と産業の変化は郷土資料で追え、現在の姿は洞爺湖温泉や洞爺湖汽船の景観から読み取れる。","洞爺湖温泉、洞爺湖汽船、中島、金比羅火口災害遺構、サイロ展望台。ロングラン花火と彫刻公園を巡り、わかさいも、洞爺湖ぐるっと彫刻公園周辺のカフェ、野菜を楽しめる。洞爺湖温泉と洞爺湖汽船を含む洞爺湖町の観光案内では、営業日、旬、体験予約の情報を確認できる。洞爺湖町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01585","北海道","安平町","ﾎｯｶｲﾄﾞｳ","ｱﾋﾞﾗﾁｮｳ","FALSE","01","追分は鉄道の分岐点として発展し、蒸気機関車D51の晩年を支えた。早来は競走馬の産地で、名馬が眠る墓地や記念施設にファンが訪れる。町名は安平川から採られた。この由来や背景は安平町の郷土資料にも記録され、道の駅あびらD51ステーションや鉄道資料館を巡る際に地域の成り立ちを重ねて理解できる。安平町の年代と産業の変化は郷土資料で追え、現在の姿は道の駅あびらD51ステーションや鉄道資料館の景観から読み取れる。","道の駅あびらD51ステーション、鉄道資料館、鹿公園、ノーザンホースパーク。保存機関車と馬との触れ合いを楽しみ、チーズ、カマンベールソフト、アサヒメロン、菜の花油を味わえる。道の駅あびらD51ステーションと鉄道資料館を含む安平町の観光案内では、営業日、旬、体験予約の情報を確認できる。安平町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01586","北海道","むかわ町","ﾎｯｶｲﾄﾞｳ","ﾑｶﾜﾁｮｳ","FALSE","01","鵡川流域には巨大な古代生物が眠るような地層が広がり、国内最大の恐竜全身骨格「カムイサウルス」が発見された。町名はアイヌ語の鵡川に由来し、穂別地区には化石が多い。この由来や背景はむかわ町の郷土資料にも記録され、むかわ町穂別博物館や道の駅むかわ四季の館を巡る際に地域の成り立ちを重ねて理解できる。むかわ町の年代と産業の変化は郷土資料で追え、現在の姿はむかわ町穂別博物館や道の駅むかわ四季の館の景観から読み取れる。","むかわ町穂別博物館、道の駅むかわ四季の館、たんぽぽ公園、鵡川河口。カムイサウルスの実物化石と復元骨格を見学し、鵡川ししゃも、メロン、長いも、米を味わえる。むかわ町穂別博物館と道の駅むかわ四季の館を含むむかわ町の観光案内では、営業日、旬、体験予約の情報を確認できる。むかわ町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01601","北海道","日高町","ﾎｯｶｲﾄﾞｳ","ﾋﾀﾞｶﾁｮｳ","FALSE","01","沙流川上流には義経が北へ逃れたという伝説が点在し、判官館など日高地方の義経信仰につながる。日高山脈越えの道路と鉄道は難工事で、山間の交通史を記念館が伝える。この由来や背景は日高町の郷土資料にも記録され、日高国際スキー場や日高山脈博物館を巡る際に地域の成り立ちを重ねて理解できる。日高町の年代と産業の変化は郷土資料で追え、現在の姿は日高国際スキー場や日高山脈博物館の景観から読み取れる。","日高国際スキー場、日高山脈博物館、沙流川温泉、門別競馬場。登山・ラフティングや競馬観戦を楽しみ、日高昆布、ししゃも、ジンギスカン、トマトを味わえる。日高国際スキー場と日高山脈博物館を含む日高町の観光案内では、営業日、旬、体験予約の情報を確認できる。日高町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01602","北海道","平取町","ﾎｯｶｲﾄﾞｳ","ﾋﾞﾗﾄﾘﾁｮｳ","FALSE","01","義経神社には源義経が蝦夷地へ渡ったという伝説が残り、御神体として祀られる。二風谷では英雄神オキクルミをはじめアイヌの口承文芸と工芸が今も受け継がれる。この由来や背景は平取町の郷土資料にも記録され、二風谷アイヌ文化博物館や沙流川歴史館を巡る際に地域の成り立ちを重ねて理解できる。平取町の年代と産業の変化は郷土資料で追え、現在の姿は二風谷アイヌ文化博物館や沙流川歴史館の景観から読み取れる。","二風谷アイヌ文化博物館、沙流川歴史館、義経神社、二風谷コタン。重要無形民俗文化財の古式舞踊や木彫・編み物に触れ、びらとり和牛、トマト、寒締めほうれん草を味わえる。二風谷アイヌ文化博物館と沙流川歴史館を含む平取町の観光案内では、営業日、旬、体験予約の情報を確認できる。平取町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01604","北海道","新冠町","ﾎｯｶｲﾄﾞｳ","ﾆｲｶｯﾌﾟﾁｮｳ","FALSE","01","判官館には源義経が館を構えたという伝説があり、日高各地に残る北行伝説の一つ。新冠泥火山は地下の泥とガスが押し上がった珍しい地形で、地球の活動を身近に示す。この由来や背景は新冠町の郷土資料にも記録され、サラブレッド銀座や優駿メモリアルパークを巡る際に地域の成り立ちを重ねて理解できる。新冠町の年代と産業の変化は郷土資料で追え、現在の姿はサラブレッド銀座や優駿メモリアルパークの景観から読み取れる。","サラブレッド銀座、優駿メモリアルパーク、レ・コード館、判官館森林公園。名馬ゆかりの牧場景観と世界の蓄音機を巡り、ピーマン、アスパラ、クラウンポークを味わえる。サラブレッド銀座と優駿メモリアルパークを含む新冠町の観光案内では、営業日、旬、体験予約の情報を確認できる。新冠町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01607","北海道","浦河町","ﾎｯｶｲﾄﾞｳ","ｳﾗｶﾜﾁｮｳ","FALSE","01","オロマップの義経神社跡などに源義経北行伝説が残る。町名はアイヌ語「ウララペッ（霧深き川）」に由来するとされ、海霧と日高山脈を背景に馬産と漁業が発展した。この由来や背景は浦河町の郷土資料にも記録され、優駿ビレッジAERUやうらかわ優駿ビレッジ周辺の牧場を巡る際に地域の成り立ちを重ねて理解できる。浦河町の年代と産業の変化は郷土資料で追え、現在の姿は優駿ビレッジAERUやうらかわ優駿ビレッジ周辺の牧場の景観から読み取れる。","優駿ビレッジAERU、うらかわ優駿ビレッジ周辺の牧場、浦河町立郷土博物館、オロマップ展望台。乗馬や名馬見学を楽しみ、日高昆布、鮭、つぶ、夏いちごを味わえる。優駿ビレッジAERUとうらかわ優駿ビレッジ周辺の牧場を含む浦河町の観光案内では、営業日、旬、体験予約の情報を確認できる。浦河町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01608","北海道","様似町","ﾎｯｶｲﾄﾞｳ","ｻﾏﾆﾁｮｳ","FALSE","01","アポイ岳はアイヌ語で「火のある所」とされ、山火事を起こして熊を追った、または祭壇で火を焚いたという由来が語られる。地殻深部のかんらん岩が露出する世界的に珍しい山である。この由来や背景は様似町の郷土資料にも記録され、ユネスコ世界ジオパークのアポイ岳や親子岩を巡る際に地域の成り立ちを重ねて理解できる。様似町の年代と産業の変化は郷土資料で追え、現在の姿はユネスコ世界ジオパークのアポイ岳や親子岩の景観から読み取れる。","ユネスコ世界ジオパークのアポイ岳、親子岩、エンルム岬、様似郷土館。固有の高山植物と地質を観察し、日高昆布、つぶ、鮭、いくら、昆布ソフトを味わえる。ユネスコ世界ジオパークのアポイ岳と親子岩を含む様似町の観光案内では、営業日、旬、体験予約の情報を確認できる。様似町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01609","北海道","えりも町","ﾎｯｶｲﾄﾞｳ","ｴﾘﾓﾁｮｳ","FALSE","01","襟裳岬には悲恋の女性が身を投げたという「百人浜」の名の伝承や、遭難船にまつわる話が残る。実際の地名由来には諸説あり、強風と海難の歴史が語りを育てた。この由来や背景はえりも町の郷土資料にも記録され、襟裳岬や風の館を巡る際に地域の成り立ちを重ねて理解できる。えりも町の年代と産業の変化は郷土資料で追え、現在の姿は襟裳岬や風の館の景観から読み取れる。","襟裳岬、風の館、百人浜、豊似湖。ゼニガタアザラシを観察し、ハート形の豊似湖を空から望むツアーもある。えりも短角牛、日高昆布、つぶ、鮭を味わえる。襟裳岬と風の館を含むえりも町の観光案内では、営業日、旬、体験予約の情報を確認できる。えりも町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01610","北海道","新ひだか町","ﾎｯｶｲﾄﾞｳ","ｼﾝﾋﾀﾞｶﾁｮｳ","FALSE","01","静内の真歌公園はシャクシャインの戦いゆかりの地で、アイヌの首長像と資料館が歴史を伝える。三石地区には義経北行伝説があり、日高の海岸に物語が連なる。この由来や背景は新ひだか町の郷土資料にも記録され、二十間道路桜並木や競走馬のふるさと日高案内所を巡る際に地域の成り立ちを重ねて理解できる。新ひだか町の年代と産業の変化は郷土資料で追え、現在の姿は二十間道路桜並木や競走馬のふるさと日高案内所の景観から読み取れる。","二十間道路桜並木、競走馬のふるさと日高案内所、真歌公園、三石海浜公園。約7キロ続く桜と牧場風景を巡り、三石昆布、みついし牛、ミニトマト、羊羹を味わえる。二十間道路桜並木と競走馬のふるさと日高案内所を含む新ひだか町の観光案内では、営業日、旬、体験予約の情報を確認できる。新ひだか町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01631","北海道","音更町","ﾎｯｶｲﾄﾞｳ","ｵﾄﾌｹﾁｮｳ","FALSE","01","十勝川温泉のモール泉は太古の植物が堆積した泥炭層を通る湯で「美人の湯」と呼ばれる。然別川周辺には開拓やアイヌ語地名の記憶が残り、音更は「毛髪が生ずる」の意ともされる。この由来や背景は音更町の郷土資料にも記録され、十勝川温泉や十勝を巡る際に地域の成り立ちを重ねて理解できる。音更町の年代と産業の変化は郷土資料で追え、現在の姿は十勝川温泉や十勝の景観から読み取れる。","十勝川温泉、十勝が丘展望台、十勝牧場の白樺並木、道の駅おとふけ。NHK連続テレビ小説『なつぞら』のセットを再現したなつぞらのふる里を巡り、豚丼、豆、乳製品を味わえる。十勝川温泉と十勝を含む音更町の観光案内では、営業日、旬、体験予約の情報を確認できる。音更町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01632","北海道","士幌町","ﾎｯｶｲﾄﾞｳ","ｼﾎﾛﾁｮｳ","FALSE","01","特に広く知られた都市伝説は確認できない。士幌はアイヌ語「シュウウォロー（鍋を浸した所）」などに由来。旧国鉄士幌線の駅跡と貨車が、農産物を運んだ鉄道の歴史を伝える。この由来や背景は士幌町の郷土資料にも記録され、道の駅ピア21しほろや士幌高原ヌプカの里を巡る際に地域の成り立ちを重ねて理解できる。士幌町の年代と産業の変化は郷土資料で追え、現在の姿は道の駅ピア21しほろや士幌高原ヌプカの里の景観から読み取れる。","道の駅ピア21しほろ、士幌高原ヌプカの里、士幌交通公園、しほろ温泉。農協による馬鈴薯加工が盛んで、畑から加工品まで産地の流れに触れられる。しほろ牛、ポテトチップス、チーズやヨーグルトも味わえる。道の駅ピア21しほろと士幌高原ヌプカの里を含む士幌町の観光案内では、営業日、旬、体験予約の情報を確認できる。"
"01633","北海道","上士幌町","ﾎｯｶｲﾄﾞｳ","ｶﾐｼﾎﾛﾁｮｳ","FALSE","01","糠平湖のタウシュベツ川橋梁は水位により湖へ沈み、凍結と融解で崩壊が進むため「幻の橋」と呼ばれる。旧士幌線のコンクリートアーチ群が開拓と森林鉄道の記憶を残す。この由来や背景は上士幌町の郷土資料にも記録され、タウシュベツ川橋梁やぬかびら源泉郷を巡る際に地域の成り立ちを重ねて理解できる。上士幌町の年代と産業の変化は郷土資料で追え、現在の姿はタウシュベツ川橋梁やぬかびら源泉郷の景観から読み取れる。","タウシュベツ川橋梁、ぬかびら源泉郷、三国峠、ナイタイ高原牧場。ガイドツアーで橋梁を訪ね、熱気球やサイクリングを楽しみ、十勝ナイタイ和牛、乳製品を味わえる。タウシュベツ川橋梁とぬかびら源泉郷を含む上士幌町の観光案内では、営業日、旬、体験予約の情報を確認できる。上士幌町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01634","北海道","鹿追町","ﾎｯｶｲﾄﾞｳ","ｼｶｵｲﾁｮｳ","FALSE","01","然別湖には巨大魚「シカリベツ太郎」や湖底遺跡の噂があり、透明度の高い火山湖が想像を誘う。湖畔には氷上露天風呂を備えた冬だけの村「しかりべつ湖コタン」が現れる。この由来や背景は鹿追町の郷土資料にも記録され、然別湖や福原記念美術館を巡る際に地域の成り立ちを重ねて理解できる。鹿追町の年代と産業の変化は郷土資料で追え、現在の姿は然別湖や福原記念美術館の景観から読み取れる。","然別湖、福原記念美術館、神田日勝記念美術館、扇ヶ原展望台。冬の氷上村や夏のカヌーを楽しみ、そば、チーズ、鹿追牛、キャベツ、しかりべつ湖ネイチャーセンターの体験に触れられる。然別湖と福原記念美術館を含む鹿追町の観光案内では、営業日、旬、体験予約の情報を確認できる。鹿追町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01635","北海道","新得町","ﾎｯｶｲﾄﾞｳ","ｼﾝﾄｸﾁｮｳ","FALSE","01","狩勝峠は日本三大車窓と称された旧線の難所で、旧狩勝トンネル周辺には鉄道事故や霧にまつわる話も残る。町名はアイヌ語「シットク・ナイ（山の肩）」などに由来する。この由来や背景は新得町の郷土資料にも記録され、狩勝峠や旧狩勝線フットパスを巡る際に地域の成り立ちを重ねて理解できる。新得町の年代と産業の変化は郷土資料で追え、現在の姿は狩勝峠や旧狩勝線フットパスの景観から読み取れる。","狩勝峠、旧狩勝線フットパス、サホロリゾート、ベア・マウンテン、トムラウシ温泉。ヒグマ観察やラフティングを楽しみ、新得そば、チーズ、エゾシカ料理を味わえる。狩勝峠と旧狩勝線フットパスを含む新得町の観光案内では、営業日、旬、体験予約の情報を確認できる。新得町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01636","北海道","清水町","ﾎｯｶｲﾄﾞｳ","ｼﾐｽﾞﾁｮｳ","FALSE","01","十勝開墾会社を率いた渋沢栄一ゆかりの開拓地で、清水という名はアイヌ語「ペケレベツ（明るく清らかな川）」を意訳した。円山展望台から十勝平野の区画が見渡せる。この由来や背景は清水町の郷土資料にも記録され、清水円山展望台や十勝千年の森を巡る際に地域の成り立ちを重ねて理解できる。清水町の年代と産業の変化は郷土資料で追え、現在の姿は清水円山展望台や十勝千年の森の景観から読み取れる。","清水円山展望台、十勝千年の森、美蔓パノラマパーク、清水公園。セグウェイやガーデン散策を楽しみ、十勝若牛、あんぱん、牛玉ステーキ丼、乳製品を味わえる。清水円山展望台と十勝千年の森を含む清水町の観光案内では、営業日、旬、体験予約の情報を確認できる。清水町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
"01637","北海道","芽室町","ﾎｯｶｲﾄﾞｳ","ﾒﾑﾛﾁｮｳ","FALSE","01","特に広く知られた都市伝説は確認できない。町名はアイヌ語「メム・オロ・ペッ（泉池から流れる川）」に由来。肥沃な十勝平野で小麦、豆、甜菜、スイートコーンの輪作が発達した。この由来や背景は芽室町の郷土資料にも記録され、新嵐山スカイパーク展望台や芽室公園を巡る際に地域の成り立ちを重ねて理解できる。芽室町の年代と産業の変化は郷土資料で追え、現在の姿は新嵐山スカイパーク展望台や芽室公園の景観から読み取れる。","新嵐山スカイパーク展望台、芽室公園、めむろファーマーズマーケット愛菜屋。広い畑と日高山脈を眺め、スイートコーン、じゃがいも、ゲートボール発祥の町の歴史に触れられる。新嵐山スカイパーク展望台と芽室公園を含む芽室町の観光案内では、営業日、旬、体験予約の情報を確認できる。芽室町は季節で見頃が変わり、地域の催しと特産品も時期を合わせて楽しめる。"
